Mod:Item:MetaData, Localized Name
tconstruct:sharpening_kit:0, Supercharged Agate Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Violet Sapphire Sharpening Kit
tconstruct:sharpening_kit:0, Pearl Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Tanzanite Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Chrysoprase Sharpening Kit
tconstruct:sharpening_kit:0, Aquamarine Sharpening Kit
tconstruct:sharpening_kit:0, Jasper Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Apatite Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Golden Beryl Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Indicolite Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Blue Topaz Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Citrine Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Ametrine Sharpening Kit
tconstruct:sharpening_kit:0, Alexandrite Sharpening Kit
tconstruct:sharpening_kit:0, Agate Sharpening Kit
tconstruct:sharpening_kit:0, Peridot Sharpening Kit
tconstruct:sharpening_kit:0, Iolite Sharpening Kit
tconstruct:sharpening_kit:0, Turquoise Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Pearl Sharpening Kit
tconstruct:sharpening_kit:0, Amber Sharpening Kit
tconstruct:sharpening_kit:0, Tektite Sharpening Kit
tconstruct:sharpening_kit:0, Fluorite Sharpening Kit
tconstruct:sharpening_kit:0, Amethyst Sharpening Kit
tconstruct:sharpening_kit:0, Citrine Sharpening Kit
tconstruct:sharpening_kit:0, Rose Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Opal Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Rose Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Lepidolite Sharpening Kit
tconstruct:sharpening_kit:0, Ametrine Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Carnelian Sharpening Kit
tconstruct:sharpening_kit:0, Sunstone Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Malachite Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Kunzite Sharpening Kit
tconstruct:sharpening_kit:0, Moldavite Sharpening Kit
tconstruct:sharpening_kit:0, Apatite Sharpening Kit
tconstruct:sharpening_kit:0, Black Diamond Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Jade Sharpening Kit
tconstruct:sharpening_kit:0, Supercharged Jasper Sharpening Kit
tconstruct:sharpening_kit:0, Moonstone Sharpening Kit
tconstruct:sharpening_kit:0, Plastic Sharpening Kit
tconstruct:sharpening_kit:0, Pink Slime Sharpening Kit
tconstruct:sharpening_kit:0, Naga Scale Sharpening Kit
tconstruct:sharpening_kit:0, Steeleaf Sharpening Kit
tconstruct:sharpening_kit:0, Fiery Sharpening Kit
tconstruct:sharpening_kit:0, Knightly Sharpening Kit
tconstruct:sharpening_kit:0, Litherite Sharpening Kit
tconstruct:sharpening_kit:0, Titanium Sharpening Kit
tconstruct:sharpening_kit:0, Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Tanzanite Sharpening Kit
tconstruct:sharpening_kit:0, Malachite Sharpening Kit
tconstruct:sharpening_kit:0, Invar Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Ruby Sharpening Kit
tconstruct:sharpening_kit:0, Desh Sharpening Kit
tconstruct:sharpening_kit:0, Sapphire Sharpening Kit
tconstruct:sharpening_kit:0, Platinum Sharpening Kit
tconstruct:sharpening_kit:0, Certus Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Refined Glowstone Sharpening Kit
tconstruct:sharpening_kit:0, Amber Sharpening Kit
tconstruct:sharpening_kit:0, Signalum Sharpening Kit
tconstruct:sharpening_kit:0, Enori Sharpening Kit
tconstruct:sharpening_kit:0, Erodium Sharpening Kit
tconstruct:sharpening_kit:0, Amethyst Sharpening Kit
tconstruct:sharpening_kit:0, Guardian Scale Sharpening Kit
tconstruct:sharpening_kit:0, Osmium Sharpening Kit
tconstruct:sharpening_kit:0, Osmiridium Sharpening Kit
tconstruct:sharpening_kit:0, Lumium Sharpening Kit
tconstruct:sharpening_kit:0, Emeradic Sharpening Kit
tconstruct:sharpening_kit:0, Diamatine Sharpening Kit
tconstruct:sharpening_kit:0, Restonia Sharpening Kit
tconstruct:sharpening_kit:0, Osgloglas Sharpening Kit
tconstruct:sharpening_kit:0, Mica Sharpening Kit
tconstruct:sharpening_kit:0, Topaz Sharpening Kit
tconstruct:sharpening_kit:0, Refined Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Alumite Sharpening Kit
tconstruct:sharpening_kit:0, Iridium Sharpening Kit
tconstruct:sharpening_kit:0, Palis Sharpening Kit
tconstruct:sharpening_kit:0, Peridot Sharpening Kit
tconstruct:sharpening_kit:0, Black Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Nickel Sharpening Kit
tconstruct:sharpening_kit:0, Void Sharpening Kit
tconstruct:sharpening_kit:0, Livingwood Sharpening Kit
tconstruct:sharpening_kit:0, Manasteel Sharpening Kit
tconstruct:sharpening_kit:0, Elementium Sharpening Kit
tconstruct:sharpening_kit:0, Terrasteel Sharpening Kit
tconstruct:sharpening_kit:0, Mirion Sharpening Kit
tconstruct:sharpening_kit:0, Wyvern Sharpening Kit
tconstruct:sharpening_kit:0, Awakened Sharpening Kit
tconstruct:sharpening_kit:0, Chaotic Sharpening Kit
tconstruct:sharpening_kit:0, Emerald Sharpening Kit
tconstruct:sharpening_kit:0, Bloodwood Sharpening Kit
tconstruct:sharpening_kit:0, Fusewood Sharpening Kit
tconstruct:sharpening_kit:0, Ghostwood Sharpening Kit
tconstruct:sharpening_kit:0, Darkwood Sharpening Kit
tconstruct:sharpening_kit:0, Red Matter Sharpening Kit
tconstruct:sharpening_kit:0, Dark Matter Sharpening Kit
tconstruct:pick_head:0, Electrical Pickaxe Head
tconstruct:pick_head:0, Energetic Pickaxe Head
tconstruct:pick_head:0, Vibrant Pickaxe Head
tconstruct:pick_head:0, Red Pickaxe Head
tconstruct:pick_head:0, Conductive Pickaxe Head
tconstruct:pick_head:0, Pulsating Pickaxe Head
tconstruct:pick_head:0, Dark Pickaxe Head
tconstruct:pick_head:0, Souled Pickaxe Head
tconstruct:pick_head:0, Pickaxe Head of the End
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Paper Pickaxe Head
tconstruct:pick_head:0, Sponge Pickaxe Head
tconstruct:pick_head:0, Firewood Pickaxe Head
tconstruct:pick_head:0, Iron Pickaxe Head
tconstruct:pick_head:0, Pig Iron Pickaxe Head
tconstruct:pick_head:0, Knightslime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Magma Slime Pickaxe Head
tconstruct:pick_head:0, Netherrack Pickaxe Head
tconstruct:pick_head:0, Cobalt Pickaxe Head
tconstruct:pick_head:0, Ardite Pickaxe Head
tconstruct:pick_head:0, Manyullyn Pickaxe Head
tconstruct:pick_head:0, Copper Pickaxe Head
tconstruct:pick_head:0, Bronze Pickaxe Head
tconstruct:pick_head:0, Lead Pickaxe Head
tconstruct:pick_head:0, Silver Pickaxe Head
tconstruct:pick_head:0, Electrum Pickaxe Head
tconstruct:pick_head:0, Steel Pickaxe Head
tconstruct:pick_head:0, Abyssalnite Pickaxe Head
tconstruct:pick_head:0, Refined Coralium Pickaxe Head
tconstruct:pick_head:0, Dreadium Pickaxe Head
tconstruct:pick_head:0, Magical Wooden Pickaxe Head
tconstruct:pick_head:0, Evil Infused Pickaxe Head
tconstruct:pick_head:0, Enchanted Pickaxe Head
tconstruct:pick_head:0, Demonic Pickaxe Head
tconstruct:pick_head:0, Infused Lava Crystal Pickaxe Head
tconstruct:pick_head:0, Lava Infused Obsidian Pickaxe Head
tconstruct:pick_head:0, Compressed Obsidian Pickaxe Head
tconstruct:pick_head:0, Prosperity Shard Pickaxe Head
tconstruct:pick_head:0, Soulium Pickaxe Head
tconstruct:pick_head:0, Base Essence Pickaxe Head
tconstruct:pick_head:0, Inferium Pickaxe Head
tconstruct:pick_head:0, Prudentium Pickaxe Head
tconstruct:pick_head:0, Intermedium Pickaxe Head
tconstruct:pick_head:0, Superium Pickaxe Head
tconstruct:pick_head:0, Supremium Pickaxe Head
tconstruct:pick_head:0, Supercharged Alexandrite Pickaxe Head
tconstruct:pick_head:0, Violet Sapphire Pickaxe Head
tconstruct:pick_head:0, Blue Topaz Pickaxe Head
tconstruct:pick_head:0, Ruby Pickaxe Head
tconstruct:pick_head:0, Supercharged Moonstone Pickaxe Head
tconstruct:pick_head:0, Spinel Pickaxe Head
tconstruct:pick_head:0, Supercharged Morganite Pickaxe Head
tconstruct:pick_head:0, Supercharged Sodalite Pickaxe Head
tconstruct:pick_head:0, Pyrope Pickaxe Head
tconstruct:pick_head:0, Supercharged Ammolite Pickaxe Head
tconstruct:pick_head:0, Topaz Pickaxe Head
tconstruct:pick_head:0, Zircon Pickaxe Head
tconstruct:pick_head:0, Coral Pickaxe Head
tconstruct:pick_head:0, Carnelian Pickaxe Head
tconstruct:pick_head:0, Lepidolite Pickaxe Head
tconstruct:pick_head:0, Jade Pickaxe Head
tconstruct:pick_head:0, Cat's Eye Pickaxe Head
tconstruct:pick_head:0, Supercharged Amber Pickaxe Head
tconstruct:pick_head:0, Supercharged Pyrope Pickaxe Head
tconstruct:pick_head:0, Supercharged Onyx Pickaxe Head
tconstruct:pick_head:0, Supercharged Amethyst Pickaxe Head
tconstruct:pick_head:0, Supercharged Topaz Pickaxe Head
tconstruct:pick_head:0, Supercharged Turquoise Pickaxe Head
tconstruct:pick_head:0, Supercharged Aquamarine Pickaxe Head
tconstruct:pick_head:0, Onyx Pickaxe Head
tconstruct:pick_head:0, Kunzite Pickaxe Head
tconstruct:pick_head:0, Malachite Pickaxe Head
tconstruct:pick_head:0, Tanzanite Pickaxe Head
tconstruct:pick_head:0, Chrysoprase Pickaxe Head
tconstruct:pick_head:0, Supercharged Iolite Pickaxe Head
tconstruct:pick_head:0, Supercharged Ruby Pickaxe Head
tconstruct:pick_head:0, Supercharged Sapphire Pickaxe Head
tconstruct:pick_head:0, Opal Pickaxe Head
tconstruct:pick_head:0, Supercharged Coral Pickaxe Head
tconstruct:pick_head:0, Indicolite Pickaxe Head
tconstruct:pick_head:0, Supercharged Fluorite Pickaxe Head
tconstruct:pick_head:0, Supercharged Kyanite Pickaxe Head
tconstruct:pick_head:0, Golden Beryl Pickaxe Head
tconstruct:pick_head:0, Kyanite Pickaxe Head
tconstruct:pick_head:0, Supercharged Tektite Pickaxe Head
tconstruct:pick_head:0, Ammolite Pickaxe Head
tconstruct:pick_head:0, Supercharged Sunstone Pickaxe Head
tconstruct:pick_head:0, Supercharged Moldavite Pickaxe Head
tconstruct:pick_head:0, Supercharged Beryl Pickaxe Head
tconstruct:pick_head:0, Supercharged Spinel Pickaxe Head
tconstruct:pick_head:0, Supercharged Black Diamond Pickaxe Head
tconstruct:pick_head:0, Supercharged Cat's Eye Pickaxe Head
tconstruct:pick_head:0, Sapphire Pickaxe Head
tconstruct:pick_head:0, Supercharged Zircon Pickaxe Head
tconstruct:pick_head:0, Supercharged Garnet Pickaxe Head
tconstruct:pick_head:0, Beryl Pickaxe Head
tconstruct:pick_head:0, Morganite Pickaxe Head
tconstruct:pick_head:0, Heliodor Pickaxe Head
tconstruct:pick_head:0, Supercharged Heliodor Pickaxe Head
tconstruct:pick_head:0, Garnet Pickaxe Head
tconstruct:pick_head:0, Sodalite Pickaxe Head
tconstruct:pick_head:0, Supercharged Peridot Pickaxe Head
tconstruct:pick_head:0, Supercharged Agate Pickaxe Head
tconstruct:pick_head:0, Supercharged Violet Sapphire Pickaxe Head
tconstruct:pick_head:0, Pearl Pickaxe Head
tconstruct:pick_head:0, Supercharged Tanzanite Pickaxe Head
tconstruct:pick_head:0, Supercharged Chrysoprase Pickaxe Head
tconstruct:pick_head:0, Aquamarine Pickaxe Head
tconstruct:pick_head:0, Jasper Pickaxe Head
tconstruct:pick_head:0, Supercharged Apatite Pickaxe Head
tconstruct:pick_head:0, Supercharged Golden Beryl Pickaxe Head
tconstruct:pick_head:0, Supercharged Indicolite Pickaxe Head
tconstruct:pick_head:0, Supercharged Blue Topaz Pickaxe Head
tconstruct:pick_head:0, Supercharged Citrine Pickaxe Head
tconstruct:pick_head:0, Supercharged Ametrine Pickaxe Head
tconstruct:pick_head:0, Alexandrite Pickaxe Head
tconstruct:pick_head:0, Agate Pickaxe Head
tconstruct:pick_head:0, Peridot Pickaxe Head
tconstruct:pick_head:0, Iolite Pickaxe Head
tconstruct:pick_head:0, Turquoise Pickaxe Head
tconstruct:pick_head:0, Supercharged Pearl Pickaxe Head
tconstruct:pick_head:0, Amber Pickaxe Head
tconstruct:pick_head:0, Tektite Pickaxe Head
tconstruct:pick_head:0, Fluorite Pickaxe Head
tconstruct:pick_head:0, Amethyst Pickaxe Head
tconstruct:pick_head:0, Citrine Pickaxe Head
tconstruct:pick_head:0, Rose Quartz Pickaxe Head
tconstruct:pick_head:0, Supercharged Opal Pickaxe Head
tconstruct:pick_head:0, Supercharged Rose Quartz Pickaxe Head
tconstruct:pick_head:0, Supercharged Lepidolite Pickaxe Head
tconstruct:pick_head:0, Ametrine Pickaxe Head
tconstruct:pick_head:0, Supercharged Carnelian Pickaxe Head
tconstruct:pick_head:0, Sunstone Pickaxe Head
tconstruct:pick_head:0, Supercharged Malachite Pickaxe Head
tconstruct:pick_head:0, Supercharged Kunzite Pickaxe Head
tconstruct:pick_head:0, Moldavite Pickaxe Head
tconstruct:pick_head:0, Apatite Pickaxe Head
tconstruct:pick_head:0, Black Diamond Pickaxe Head
tconstruct:pick_head:0, Supercharged Jade Pickaxe Head
tconstruct:pick_head:0, Supercharged Jasper Pickaxe Head
tconstruct:pick_head:0, Moonstone Pickaxe Head
tconstruct:pick_head:0, Plastic Pickaxe Head
tconstruct:pick_head:0, Pink Slime Pickaxe Head
tconstruct:pick_head:0, Naga Scale Pickaxe Head
tconstruct:pick_head:0, Steeleaf Pickaxe Head
tconstruct:pick_head:0, Fiery Pickaxe Head
tconstruct:pick_head:0, Knightly Pickaxe Head
tconstruct:pick_head:0, Litherite Pickaxe Head
tconstruct:pick_head:0, Titanium Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:pick_head:0, Tanzanite Pickaxe Head
tconstruct:pick_head:0, Malachite Pickaxe Head
tconstruct:pick_head:0, Invar Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Ruby Pickaxe Head
tconstruct:pick_head:0, Desh Pickaxe Head
tconstruct:pick_head:0, Sapphire Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Refined Glowstone Pickaxe Head
tconstruct:pick_head:0, Amber Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Enori Pickaxe Head
tconstruct:pick_head:0, Erodium Pickaxe Head
tconstruct:pick_head:0, Amethyst Pickaxe Head
tconstruct:pick_head:0, Guardian Scale Pickaxe Head
tconstruct:pick_head:0, Osmium Pickaxe Head
tconstruct:pick_head:0, Osmiridium Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Emeradic Pickaxe Head
tconstruct:pick_head:0, Diamatine Pickaxe Head
tconstruct:pick_head:0, Restonia Pickaxe Head
tconstruct:pick_head:0, Osgloglas Pickaxe Head
tconstruct:pick_head:0, Mica Pickaxe Head
tconstruct:pick_head:0, Topaz Pickaxe Head
tconstruct:pick_head:0, Refined Obsidian Pickaxe Head
tconstruct:pick_head:0, Alumite Pickaxe Head
tconstruct:pick_head:0, Iridium Pickaxe Head
tconstruct:pick_head:0, Palis Pickaxe Head
tconstruct:pick_head:0, Peridot Pickaxe Head
tconstruct:pick_head:0, Black Quartz Pickaxe Head
tconstruct:pick_head:0, Nickel Pickaxe Head
tconstruct:pick_head:0, Void Pickaxe Head
tconstruct:pick_head:0, Livingwood Pickaxe Head
tconstruct:pick_head:0, Manasteel Pickaxe Head
tconstruct:pick_head:0, Elementium Pickaxe Head
tconstruct:pick_head:0, Terrasteel Pickaxe Head
tconstruct:pick_head:0, Mirion Pickaxe Head
tconstruct:pick_head:0, Wyvern Pickaxe Head
tconstruct:pick_head:0, Awakened Pickaxe Head
tconstruct:pick_head:0, Chaotic Pickaxe Head
tconstruct:pick_head:0, Emerald Pickaxe Head
tconstruct:pick_head:0, Bloodwood Pickaxe Head
tconstruct:pick_head:0, Fusewood Pickaxe Head
tconstruct:pick_head:0, Ghostwood Pickaxe Head
tconstruct:pick_head:0, Darkwood Pickaxe Head
tconstruct:pick_head:0, Red Matter Pickaxe Head
tconstruct:pick_head:0, Dark Matter Pickaxe Head
tconstruct:shovel_head:0, Electrical Shovel Head
tconstruct:shovel_head:0, Energetic Shovel Head
tconstruct:shovel_head:0, Vibrant Shovel Head
tconstruct:shovel_head:0, Red Shovel Head
tconstruct:shovel_head:0, Conductive Shovel Head
tconstruct:shovel_head:0, Pulsating Shovel Head
tconstruct:shovel_head:0, Dark Shovel Head
tconstruct:shovel_head:0, Souled Shovel Head
tconstruct:shovel_head:0, Shovel Head of the End
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Abyssalnite Shovel Head
tconstruct:shovel_head:0, Refined Coralium Shovel Head
tconstruct:shovel_head:0, Dreadium Shovel Head
tconstruct:shovel_head:0, Magical Wooden Shovel Head
tconstruct:shovel_head:0, Evil Infused Shovel Head
tconstruct:shovel_head:0, Enchanted Shovel Head
tconstruct:shovel_head:0, Demonic Shovel Head
tconstruct:shovel_head:0, Infused Lava Crystal Shovel Head
tconstruct:shovel_head:0, Lava Infused Obsidian Shovel Head
tconstruct:shovel_head:0, Compressed Obsidian Shovel Head
tconstruct:shovel_head:0, Prosperity Shard Shovel Head
tconstruct:shovel_head:0, Soulium Shovel Head
tconstruct:shovel_head:0, Base Essence Shovel Head
tconstruct:shovel_head:0, Inferium Shovel Head
tconstruct:shovel_head:0, Prudentium Shovel Head
tconstruct:shovel_head:0, Intermedium Shovel Head
tconstruct:shovel_head:0, Superium Shovel Head
tconstruct:shovel_head:0, Supremium Shovel Head
tconstruct:shovel_head:0, Supercharged Alexandrite Shovel Head
tconstruct:shovel_head:0, Violet Sapphire Shovel Head
tconstruct:shovel_head:0, Blue Topaz Shovel Head
tconstruct:shovel_head:0, Ruby Shovel Head
tconstruct:shovel_head:0, Supercharged Moonstone Shovel Head
tconstruct:shovel_head:0, Spinel Shovel Head
tconstruct:shovel_head:0, Supercharged Morganite Shovel Head
tconstruct:shovel_head:0, Supercharged Sodalite Shovel Head
tconstruct:shovel_head:0, Pyrope Shovel Head
tconstruct:shovel_head:0, Supercharged Ammolite Shovel Head
tconstruct:shovel_head:0, Topaz Shovel Head
tconstruct:shovel_head:0, Zircon Shovel Head
tconstruct:shovel_head:0, Coral Shovel Head
tconstruct:shovel_head:0, Carnelian Shovel Head
tconstruct:shovel_head:0, Lepidolite Shovel Head
tconstruct:shovel_head:0, Jade Shovel Head
tconstruct:shovel_head:0, Cat's Eye Shovel Head
tconstruct:shovel_head:0, Supercharged Amber Shovel Head
tconstruct:shovel_head:0, Supercharged Pyrope Shovel Head
tconstruct:shovel_head:0, Supercharged Onyx Shovel Head
tconstruct:shovel_head:0, Supercharged Amethyst Shovel Head
tconstruct:shovel_head:0, Supercharged Topaz Shovel Head
tconstruct:shovel_head:0, Supercharged Turquoise Shovel Head
tconstruct:shovel_head:0, Supercharged Aquamarine Shovel Head
tconstruct:shovel_head:0, Onyx Shovel Head
tconstruct:shovel_head:0, Kunzite Shovel Head
tconstruct:shovel_head:0, Malachite Shovel Head
tconstruct:shovel_head:0, Tanzanite Shovel Head
tconstruct:shovel_head:0, Chrysoprase Shovel Head
tconstruct:shovel_head:0, Supercharged Iolite Shovel Head
tconstruct:shovel_head:0, Supercharged Ruby Shovel Head
tconstruct:shovel_head:0, Supercharged Sapphire Shovel Head
tconstruct:shovel_head:0, Opal Shovel Head
tconstruct:shovel_head:0, Supercharged Coral Shovel Head
tconstruct:shovel_head:0, Indicolite Shovel Head
tconstruct:shovel_head:0, Supercharged Fluorite Shovel Head
tconstruct:shovel_head:0, Supercharged Kyanite Shovel Head
tconstruct:shovel_head:0, Golden Beryl Shovel Head
tconstruct:shovel_head:0, Kyanite Shovel Head
tconstruct:shovel_head:0, Supercharged Tektite Shovel Head
tconstruct:shovel_head:0, Ammolite Shovel Head
tconstruct:shovel_head:0, Supercharged Sunstone Shovel Head
tconstruct:shovel_head:0, Supercharged Moldavite Shovel Head
tconstruct:shovel_head:0, Supercharged Beryl Shovel Head
tconstruct:shovel_head:0, Supercharged Spinel Shovel Head
tconstruct:shovel_head:0, Supercharged Black Diamond Shovel Head
tconstruct:shovel_head:0, Supercharged Cat's Eye Shovel Head
tconstruct:shovel_head:0, Sapphire Shovel Head
tconstruct:shovel_head:0, Supercharged Zircon Shovel Head
tconstruct:shovel_head:0, Supercharged Garnet Shovel Head
tconstruct:shovel_head:0, Beryl Shovel Head
tconstruct:shovel_head:0, Morganite Shovel Head
tconstruct:shovel_head:0, Heliodor Shovel Head
tconstruct:shovel_head:0, Supercharged Heliodor Shovel Head
tconstruct:shovel_head:0, Garnet Shovel Head
tconstruct:shovel_head:0, Sodalite Shovel Head
tconstruct:shovel_head:0, Supercharged Peridot Shovel Head
tconstruct:shovel_head:0, Supercharged Agate Shovel Head
tconstruct:shovel_head:0, Supercharged Violet Sapphire Shovel Head
tconstruct:shovel_head:0, Pearl Shovel Head
tconstruct:shovel_head:0, Supercharged Tanzanite Shovel Head
tconstruct:shovel_head:0, Supercharged Chrysoprase Shovel Head
tconstruct:shovel_head:0, Aquamarine Shovel Head
tconstruct:shovel_head:0, Jasper Shovel Head
tconstruct:shovel_head:0, Supercharged Apatite Shovel Head
tconstruct:shovel_head:0, Supercharged Golden Beryl Shovel Head
tconstruct:shovel_head:0, Supercharged Indicolite Shovel Head
tconstruct:shovel_head:0, Supercharged Blue Topaz Shovel Head
tconstruct:shovel_head:0, Supercharged Citrine Shovel Head
tconstruct:shovel_head:0, Supercharged Ametrine Shovel Head
tconstruct:shovel_head:0, Alexandrite Shovel Head
tconstruct:shovel_head:0, Agate Shovel Head
tconstruct:shovel_head:0, Peridot Shovel Head
tconstruct:shovel_head:0, Iolite Shovel Head
tconstruct:shovel_head:0, Turquoise Shovel Head
tconstruct:shovel_head:0, Supercharged Pearl Shovel Head
tconstruct:shovel_head:0, Amber Shovel Head
tconstruct:shovel_head:0, Tektite Shovel Head
tconstruct:shovel_head:0, Fluorite Shovel Head
tconstruct:shovel_head:0, Amethyst Shovel Head
tconstruct:shovel_head:0, Citrine Shovel Head
tconstruct:shovel_head:0, Rose Quartz Shovel Head
tconstruct:shovel_head:0, Supercharged Opal Shovel Head
tconstruct:shovel_head:0, Supercharged Rose Quartz Shovel Head
tconstruct:shovel_head:0, Supercharged Lepidolite Shovel Head
tconstruct:shovel_head:0, Ametrine Shovel Head
tconstruct:shovel_head:0, Supercharged Carnelian Shovel Head
tconstruct:shovel_head:0, Sunstone Shovel Head
tconstruct:shovel_head:0, Supercharged Malachite Shovel Head
tconstruct:shovel_head:0, Supercharged Kunzite Shovel Head
tconstruct:shovel_head:0, Moldavite Shovel Head
tconstruct:shovel_head:0, Apatite Shovel Head
tconstruct:shovel_head:0, Black Diamond Shovel Head
tconstruct:shovel_head:0, Supercharged Jade Shovel Head
tconstruct:shovel_head:0, Supercharged Jasper Shovel Head
tconstruct:shovel_head:0, Moonstone Shovel Head
tconstruct:shovel_head:0, Plastic Shovel Head
tconstruct:shovel_head:0, Pink Slime Shovel Head
tconstruct:shovel_head:0, Naga Scale Shovel Head
tconstruct:shovel_head:0, Steeleaf Shovel Head
tconstruct:shovel_head:0, Fiery Shovel Head
tconstruct:shovel_head:0, Knightly Shovel Head
tconstruct:shovel_head:0, Litherite Shovel Head
tconstruct:shovel_head:0, Titanium Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:shovel_head:0, Tanzanite Shovel Head
tconstruct:shovel_head:0, Malachite Shovel Head
tconstruct:shovel_head:0, Invar Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Ruby Shovel Head
tconstruct:shovel_head:0, Desh Shovel Head
tconstruct:shovel_head:0, Sapphire Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Refined Glowstone Shovel Head
tconstruct:shovel_head:0, Amber Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Enori Shovel Head
tconstruct:shovel_head:0, Erodium Shovel Head
tconstruct:shovel_head:0, Amethyst Shovel Head
tconstruct:shovel_head:0, Guardian Scale Shovel Head
tconstruct:shovel_head:0, Osmium Shovel Head
tconstruct:shovel_head:0, Osmiridium Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Emeradic Shovel Head
tconstruct:shovel_head:0, Diamatine Shovel Head
tconstruct:shovel_head:0, Restonia Shovel Head
tconstruct:shovel_head:0, Osgloglas Shovel Head
tconstruct:shovel_head:0, Mica Shovel Head
tconstruct:shovel_head:0, Topaz Shovel Head
tconstruct:shovel_head:0, Refined Obsidian Shovel Head
tconstruct:shovel_head:0, Alumite Shovel Head
tconstruct:shovel_head:0, Iridium Shovel Head
tconstruct:shovel_head:0, Palis Shovel Head
tconstruct:shovel_head:0, Peridot Shovel Head
tconstruct:shovel_head:0, Black Quartz Shovel Head
tconstruct:shovel_head:0, Nickel Shovel Head
tconstruct:shovel_head:0, Void Shovel Head
tconstruct:shovel_head:0, Livingwood Shovel Head
tconstruct:shovel_head:0, Manasteel Shovel Head
